id,name,name_en,birth_year,death_year,era,region,gender,occupation,major_achievement,historical_significance,famous_quote,personality_trait,fun_fact,modern_comparison,if_alive_today,recommended_for,trivia_level,catchphrase,hint1,hint2,hint3
86,キング牧師,Martin Luther King Jr.,1929,1968,現代,アメリカ,男性,公民権運動指導者,「I Have a Dream」演説,非暴力で人種差別と戦った,「不正義がどこかにあれば、どこにも正義はない」,情熱的、非暴力,39歳で暗殺。ノーベル平和賞受賞,公民権運動のリーダー,社会活動家、人権派,正義感強い・平和主義・情熱的,85,「夢は必ず実現する」,人種という壁を打ち破ろうとした、20世紀の預言者。彼の言葉は、今もなお自由と平等を求める人々の心に響き渡る。,非暴力の精神を貫き、不正に立ち向かったアメリカの指導者。バスから始まる変革は、社会全体を揺るがした。,「私には夢がある」という言葉は、希望の象徴。公民権運動の象徴として、今も世界中で尊敬される。
87,チェ・ゲバラ,Che Guevara,1928,1967,現代,アルゼンチン,男性,革命家,キューバ革命を成功させた,理想主義的な革命家,「革命家の真の使命は愛である」,理想主義、行動派,医者から革命家に。Tシャツのアイコンに,カリスマ革命家,革命家、社会活動家,革命好き・理想主義・行動派,76,「理想のために戦う」,南米の血を燃やし、理想を胸に、世界を揺るがす赤い星となった。,医師免許を持つ彼は、病を癒すメスではなく、社会変革の銃を取った。,キューバ革命の英雄。ベレー帽を被った彼の写真は、反体制のシンボルとして世界中で知られている。
88,マリリン・モンロー,Marilyn Monroe,1926,1962,現代,アメリカ,女性,女優,セックスシンボルとして活躍,ハリウッドのスター、謎の死,「不完全だからこそ美しい」,魅力的、繊細,実は知的で読書家。36歳で謎の死,セクシーアイコン,女優、インフルエンサー,映画好き・美容好き・ミステリー好き,84,「美しさの裏の孤独」,ハリウッドの黄金時代、彼女の笑顔は光り輝き、その影には複雑な物語が隠されていた。,ブロンドの髪と赤い唇、スクリーンを彩った彼女は、時代を象徴するアイコンとして世界を魅了した。,「お熱いのがお好き」や「七年目の浮気」など、数々の映画で人々を魅了した20世紀を代表する女優。
89,ヘプバーン,Audrey Hepburn,1929,1993,現代,イギリス,女性,女優,「ローマの休日」でスター,優雅さと慈善活動で知られる,「何より大切なのは、人生を楽しむこと」,優雅、慈善家,晩年はユニセフ親善大使として活動,優雅なスター,女優、慈善活動家,映画好き・ファッション好き・優雅さ,86,「美しさと優しさの両立」,戦後のヨーロッパで花開いた、気品と無垢が同居する妖精。彼女の笑顔は、世界を優しく照らした。,銀幕のスターであり、晩年は慈善活動にも尽力。ユニセフ親善大使として、子供たちのために世界中を駆け巡った。,永遠のファッションアイコン。スクーターに乗ってローマの街を駆け抜けた、あのプリンセス。
90,プレスリー,Elvis Presley,1935,1977,現代,アメリカ,男性,歌手,「キング・オブ・ロックンロール」,ロック音楽の王様,「夢は信じれば叶う」,カリスマ、セクシー,腰の動きが問題視された。薬物依存で早逝,ロックの王様,歌手、パフォーマー,音楽好き・ロック好き・エンタメ好き,81,「音楽で世界を揺らす」,彼は、ベルベットのように甘い声で時代の空気を一変させ、社会の価値観を揺さぶった。,熱狂的なファンに囲まれ、腰を振るパフォーマンスで世界を魅了した、20世紀を代表するエンターテイナー。,「ハウンド・ドッグ」や「ラブ・ミー・テンダー」などのヒット曲で知られる、『キング』と呼ばれた伝説の歌手。
91,ビートルズ,The Beatles,1940,1980,現代,イギリス,男性,音楽グループ,「レット・イット・ビー」など名曲多数,ポップス史上最も影響力のあるバンド,「愛こそはすべて」,創造的、革新的,わずか10年で解散も影響力は永続,ポップスの革命児,ミュージシャン、文化アイコン,音楽好き・60年代好き・革新的,93,「音楽で世代を作る」,世界を音楽で塗り替え、若者の心を掴んだ4人組。その足跡は今もなお、色褪せることなく響き渡る。,リバプール出身、ロックンロールの革命児。数々の名曲を生み出し、音楽シーンに多大な影響を与えた。,"""Yesterday""や""Let It Be""など、誰もが一度は耳にしたことがある名曲を世に送り出した伝説的な音楽グループ。"
92,マイケル・ジャクソン,Michael Jackson,1958,2009,現代,アメリカ,男性,歌手,「キング・オブ・ポップ」,ムーンウォークなど革新的パフォーマンス,「音楽に国境はない」,完璧主義、孤独,子供の頃からスターで普通の人生を送れなかった,ポップスの王様,歌手、ダンサー,音楽好き・ダンス好き・エンタメ好き,95,「エンターテイナーの頂点」,スパンコールとムーンウォーク。エンターテインメントの概念を塗り替えた、唯一無二のアイコン。,音楽業界の頂点に君臨し、ダンスと歌で世界を魅了。その革新的なパフォーマンスは、多くのアーティストに影響を与えた。,「スリラー」や「ビリー・ジーン」などの大ヒット曲で知られる、『キング・オブ・ポップ』と称された人物。
93,スティーブ・ジョブズ,Steve Jobs,1955,2011,現代,アメリカ,男性,実業家,Apple創業、iPhone開発,デジタル革命を起こした,「Stay hungry, Stay foolish」,完璧主義、カリスマ,大学中退、ガレージで起業。黒タートルネックがトレードマーク,デジタル革命の旗手,起業家、イノベーター、ビジネス好き・IT好き・革新的,96,「Think Different」,禅とテクノロジーの融合を追い求め、世界を手のひらに収めようとした。,ガレージから始まり、革新的なインターフェースでコンピュータと音楽のあり方を変えた。,リンゴのマークで知られる企業の創業者であり、iPhoneという革命的な製品を生み出した。
94,ビル・ゲイツ,Bill Gates,1955,9999,現代,アメリカ,男性,実業家,Microsoft創業,世界長者番付の常連、慈善活動家,「成功は最悪の教師」,合理的、慈善家,ハーバード中退。現在は慈善活動に注力,IT革命の巨人,起業家、慈善家,ビジネス好き・IT好き・慈善活動,94,「富を社会に還元」,デジタル革命の波に乗り、誰もがコンピュータを持つ未来を描いた。,ソフトウェアの世界で、ウィンドウという名の新たな可能性を切り開いた。,世界最大のソフトウェア会社を創業し、慈善活動にも力を入れている実業家。
95,ダイアナ妃,Princess Diana,1961,1997,現代,イギリス,女性,王族,「人民のプリンセス」,慈善活動とファッションアイコン,「誰かを愛せば人生が変わる」,優しい、親しみやすい,パパラッチから逃げる途中に事故死,人民のプリンセス,王族、慈善活動家,ファッション好き・慈善活動・優しい人,88,「王室を身近に」,華やかな時代、閉ざされた鳥籠の中で、一輪の花は自らの輝きを放とうとした。,慈善活動に情熱を注ぎ、人々の心に寄り添った、英国王室の一員。,「人民のプリンセス」と呼ばれ、その短い生涯は世界中から愛された。
96,ココ・シャネル,Coco Chanel,1883,1971,現代,フランス,女性,デザイナー,シャネルブランドを創設,女性ファッションに革命,「ファッションは変わるが、スタイルは永遠」,独立心旺盛、革新的,孤児院育ち。「シャネルNo.5」は今も人気,ファッション革命家,デザイナー、実業家,ファッション好き・独立心・革新的,89,「女性を自由にする服」,20世紀のパリを舞台に、古い価値観を打ち破る自由な精神で、女性たちの装いに革命を起こした。,服飾の世界で、既成概念にとらわれない独自のスタイルを確立し、世界的なブランドを築き上げた。,彼女が創設したブランドは、香水、バッグ、そしてリトルブラックドレスで知られている。
97,ダリ,Salvador Dali,1904,1989,現代,スペイン,男性,画家,シュルレアリスムの巨匠,「記憶の固執」など幻想的作品,「狂気なくして天才なし」,奇抜、パフォーマー,髭がトレードマーク。妻ガラを崇拝,シュール系アーティスト,画家、パフォーマー,アート好き・個性派・奇抜,78,「常識外れが芸術」,夢と現実の境界線を溶かし、無意識の世界を描き出した。20世紀の奇才。,溶ける時計や象の脚が長い絵で知られる。シュルレアリスムの代表的な芸術家。,スペイン出身の画家で、髭がトレードマーク。奇抜な言動でも人々を魅了した。
98,ウォーホル,Andy Warhol,1928,1987,現代,アメリカ,男性,芸術家,ポップアートの旗手,「キャンベルスープ缶」など大衆文化を芸術に,「誰でも15分間は有名になれる」,クール、商業的,銀髪のカツラがトレードマーク,ポップアートの巨匠,アーティスト、プロデューサー,アート好き・ポップカルチャー好き・商業的,80,「芸術をポップに」,大量消費社会の申し子。誰もが15分間は有名になれると言った。,スープ缶や有名人のポートレートをモチーフに、美術界に革命を起こした。,ポップアートの代表的なアーティスト。シルクスクリーン技法を多用した作品で知られる。
99,毛沢東,Mao Zedong,1893,1976,現代,中国,男性,政治家,中華人民共和国を建国,文化大革命を起こした,「革命は客を招くような生易しいものではない」,革命家、独裁的,詩人でもあった。泳ぎが得意,中国建国の父,政治家、革命家,政治好き・歴史好き・中国史,73,「中国を変えた男」,文化大革命の嵐を巻き起こし、賛否両論を呼んだ東洋の赤い太陽。,農村から都市を包囲する戦略で、政治の新たな地平を切り開いた。,長征を経て、ついに中華人民共和国の初代国家主席となった。
100,周恩来,Zhou Enlai,1898,1976,現代,中国,男性,政治家,中国初代首相,毛沢東を支えた実務家,「人民のために働く」,実務的、穏健,外交の天才。毛沢東の暴走を抑えた,実務派リーダー,政治家、外交官,政治好き・外交好き・実務派,68,「縁の下の力持ち」,激動の20世紀、東アジアの巨龍を導いた外交手腕。その言葉は、時に蜜のように甘く、時に鋼のように強かった。,文化大革命の嵐の中、羅針盤となり、国家を舵取りした宰相。その名は、混乱の時代に一筋の光を灯した。,中華人民共和国の初代首相。日中国交正常化にも尽力し、平和への道を切り開いた。
